customer_id,age,gender,city,tenure_months,contract_type,monthly_charges,total_spend,num_products,login_frequency,last_login_days,support_tickets,payment_method,device,satisfaction_score,referral_source,churn
CUST_00012,57.50270466,Female,Mumbai,42.87430904,Month-to-Month,11.56590074,495.8800029,5,8.0,1.141283542,2,UPI,Mobile,4.0,Email,0
CUST_00013,36.25416843,Female,Hyderabad,5.728503006,Month-to-Month,43.00954423,246.3803034,4,8.0,17.04688307,0,Net Banking,Tablet,4.0,Organic,1
CUST_00014,35.19792822,Female,Chennai,4.81629573,One Year,53.46239217,257.4906911,3,8.0,3.150745826,1,Credit Card,Mobile,1.0,Email,1
CUST_00015,23.29360477,Female,Mumbai,4.862674148,Month-to-Month,46.99765644,228.534289,1,10.0,1.317747546,2,UPI,Mobile,3.0,Email,1
CUST_00016,44.21525196,Male,Bangalore,8.706089507,Month-to-Month,8.194693666,71.34373654,1,8.0,0.551205715,3,Net Banking,Mobile,2.0,Social Media,0
CUST_00017,28.68330962,Male,Mumbai,17.85426794,One Year,2.590417387,46.25000611,7,9.0,23.73785225,0,Net Banking,Mobile,2.0,Organic,1
CUST_00018,35.85704999,Male,Kolkata,13.5728896,Month-to-Month,27.57124879,374.2215161,2,2.0,5.668863326,2,UPI,Mobile,4.0,Organic,0
CUST_00019,33.6938165,Male,Chennai,8.261351821,month-to-month,36.41709893,300.8544666,5,8.0,9.44600421,2,Net Banking,Desktop,5.0,Organic,1
CUST_00020,47.39569082,Male,Bangalore,22.71290097,Month-to-Month,16.672943,686.8452336,3,5.0,15.74056705,1,COD,Desktop,4.0,Social Media,1
CUST_00021,19.28028135,Male,Mumbai,16.34199151,Month-to-Month,152.3835595,549.4385339,5,12.0,11.14523181,1,Credit Card,Desktop,4.0,Social Media,1
CUST_00022,18.0,Male,Kolkata,8.292372288,Month-to-Month,12.12537661,100.548137,4,7.0,8.984131974,0,Credit Card,Desktop,4.0,Social Media,0
CUST_00023,32.43880763,Female,Pune,10.95065324,Month-to-Month,77.6686211,850.5221371,7,8.0,24.96448417,1,Credit Card,Desktop,4.0,Email,0
CUST_00024,40.62237508,Male,Kolkata,14.61443251,Two Year,16.672943,567.664125,5,9.0,1.991882147,2,UPI,Desktop,4.0,Organic,0
CUST_00025,36.82723251,Female,Hyderabad,36.91046426,Month-to-Month,14.17430235,523.1800804,5,10.0,31.39495367,5,Credit Card,Mobile,1.0,Social Media,0
CUST_00026,49.78645085,Female,Kolkata,5.345660691,Month-to-Month,543.469901,2905.205687,7,7.0,11.25062929,2,COD,Tablet,4.0,Email,1
CUST_00027,40.24847209,Female,Mumbai,17.32869972,One Year,133.7524319,2317.75573,4,7.0,6.723665637,2,Net Banking,Mobile,3.0,Social Media,0
CUST_00028,28.23382002,Female,Delhi,21.54011331,One Year,24.26386511,522.6464038,6,11.0,3.026332378,2,UPI,Mobile,4.0,Paid Ad,1
CUST_00029,18.0,Female,Bangalore,1.141532394,One Year,399.1532232,455.6463345,5,12.0,8.803399151,2,Debit Card,Desktop,2.0,Organic,1
CUST_00030,32.15225319,Female,Delhi,22.4479925,Two Year,35.82405198,804.17805,6,10.0,1.455385716,0,UPI,Desktop,4.0,Social Media,0
CUST_00031,35.19792822,Female,Delhi,4.487070047,One Year,28.6871967,128.7214611,1,8.0,8.683295197,0,Credit Card,Desktop,2.0,Email,1
CUST_00032,30.29542661,Female,Mumbai,1.614334341,Month-to-Month,80.98509437,246.1688385,4,13.0,15.54544392,3,Debit Card,Mobile,3.0,Referral,1
CUST_00033,35.33984316,Male,Bangalore,71.36850704,Month-to-Month,7.19155092,513.2502525,1,3.0,1.953491598,1,Debit Card,Mobile,4.0,Social Media,0
CUST_00034,40.05632305,Male,Pune,80.89512822,Month-to-Month,1.179066118,95.38070477,7,8.0,30.70535381,1,UPI,Mobile,2.0,Organic,0
CUST_00035,22.81649151,Female,Kolkata,39.65595775,Month-to-Month,11.84380847,469.6775682,1,6.0,26.3486904,1,Credit Card,Mobile,3.0,Email,0
CUST_00036,42.47883076,Male,Bangalore,8.718908639,Month-to-Month,33.34878397,290.7650007,3,9.0,1.630874788,0,Credit Card,Mobile,4.0,Organic,1
CUST_00037,54.64546148,Male,Bangalore,2.46665556,Month-to-Month,38.68019361,95.41071464,6,3.0,29.40012606,1,Credit Card,Mobile,3.0,Email,1
CUST_00038,32.92623978,Male,Mumbai,27.66601831,Month-to-Month,9.09976216,251.7541866,1,8.0,20.69420714,2,UPI,Desktop,3.0,Paid Ad,0
CUST_00039,35.19792822,Male,Mumbai,13.92218022,One Year,73.85520473,1028.225471,1,8.0,18.18473056,0,COD,Mobile,4.0,Email,1
CUST_00040,34.20078768,Male,Hyderabad,3.123653615,Two Year,85.76441258,267.8983174,2,10.0,42.62486681,4,UPI,mobile,1.0,Referral,1
CUST_00041,18.0,Male,Hyderabad,16.40513348,One Year,16.40535998,269.1321203,4,4.0,53.29369338,4,UPI,Tablet,4.0,Email,1
CUST_00042,39.04283917,Male,Mumbai,0.839849315,Month-to-Month,351.3854632,351.3854632,5,3.0,8.8515153,2,Net Banking,Mobile,5.0,Organic,0
CUST_00043,35.19792822,Female,Delhi,57.6101493,Month-to-Month,7.038595306,405.4945264,1,4.0,4.495078559,2,UPI,Tablet,4.0,Social Media,0
CUST_00044,55.10763553,Male,Mumbai,7.186986644,Month-to-Month,23.66041757,170.0471051,6,10.0,18.96425363,1,Debit Card,Mobile,4.0,Referral,1
CUST_00045,32.67206249,Female,Mumbai,26.07013917,One Year,13.79762653,359.7060438,5,4.0,8.010780057,1,UPI,Desktop,5.0,Paid Ad,1
CUST_00046,39.90182406,Female,Hyderabad,8.96511796,Two Year,8.607908207,77.17091246,5,6.0,16.02137356,2,Credit Card,Tablet,3.0,Organic,0
CUST_00047,24.66454277,Male,Hyderabad,17.6186615,Two Year,5.76648774,101.5977955,7,6.0,14.03683097,2,Net Banking,Mobile,4.0,Referral,0
CUST_00048,30.72287455,Male,Delhi,18.98937115,One Year,6.15864368,116.9487706,1,6.0,15.16350283,3,UPI,Desktop,4.0,Paid Ad,0
CUST_00049,18.0,Female,Hyderabad,4.905326388,One Year,83.631256,410.238607,6,12.0,0.033834867,0,Credit Card,Desktop,4.0,Referral,0
CUST_00050,32.66252454,Male,Delhi,83.82737119,Month-to-Month,3.481615921,291.8547101,3,7.0,0.812572241,1,Net Banking,Mobile,1.0,Email,0
CUST_00051,31.33629016,Female,Delhi,35.81388905,One Year,5.893609831,211.0730886,3,9.0,15.67830414,3,Credit Card,Tablet,4.0,Paid Ad,0
CUST_00052,38.59039719,Male,Bangalore,67.32226606,month-to-month,7.770666651,523.1388877,6,7.0,20.15840145,1,Credit Card,mobile,1.0,Referral,0
CUST_00053,27.51683744,Female,Mumbai,54.05164794,Two Year,6.867555759,371.2027061,6,3.0,36.60751654,3,UPI,Desktop,4.0,Referral,0
CUST_00054,36.00014421,Male,Pune,16.34199151,Two Year,8.134582086,177.8651257,1,9.0,1.897694222,2,Net Banking,Desktop,4.0,Organic,0
CUST_00055,30.99943933,Male,Chennai,61.1864491,Month-to-Month,1.280589255,78.3547093,2,4.0,7.635270287,0,UPI,Mobile,2.0,Social Media,1
CUST_00056,31.02200734,Male,Mumbai,2.223731015,Two Year,44.66248539,99.31735395,7,6.0,16.15303788,1,Credit Card,Mobile,5.0,Referral,1
CUST_00057,35.96434791,Other,Hyderabad,5.235232671,Month-to-Month,9.310085728,48.74046498,2,6.0,11.51833533,2,Credit Card,Desktop,4.0,Email,0
CUST_00058,35.48627531,Female,Delhi,1.110767176,One Year,257.1284019,285.609789,5,11.0,9.997533343,3,Credit Card,mobile,3.0,Social Media,0
CUST_00059,44.13408847,Male,Hyderabad,16.34199151,Two Year,10.0360758,94.78842847,5,3.0,5.256896462,1,UPI,Mobile,5.0,Organic,1
CUST_00060,33.55228359,Male,Mumbai,11.811127,Month-to-Month,12.01436078,141.9031411,7,10.0,19.86440051,3,Net Banking,Mobile,4.0,Paid Ad,0
CUST_00061,30.80137581,Male,Chennai,7.597450637,Month-to-Month,27.98972568,212.6505592,5,12.0,17.7411891,3,Net Banking,Mobile,5.0,Referral,1
CUST_00062,32.83031066,Male,Mumbai,42.34938877,Month-to-Month,18.21855759,771.5447781,3,7.0,28.80612402,3,Debit Card,Desktop,3.0,Referral,0
CUST_00063,26.4240306,Male,Mumbai,10.58944799,Month-to-Month,64.18770142,679.7123257,7,11.0,7.864965096,6,Debit Card,Desktop,2.0,Social Media,0
CUST_00064,30.68106688,Female,Bangalore,7.915268163,Two Year,29.1084092,246.1688385,4,8.0,33.19254712,1,Credit Card,Desktop,4.0,Social Media,0
CUST_00065,59.37390456,Female,Mumbai,18.77777,month-to-month,52.42481852,984.4211843,1,11.0,7.280096686,1,Credit Card,mobile,1.0,Organic,1
CUST_00066,24.04785487,Female,Delhi,3.645555548,Two Year,7.336837359,26.74684814,5,6.0,2.296116616,0,Debit Card,Mobile,4.0,Email,1
CUST_00067,31.65612399,Female,Mumbai,38.8916063,One Year,49.60859742,1929.35804,4,8.0,9.822512292,1,credit card,Tablet,4.0,Social Media,0
CUST_00068,30.35013604,Female,Mumbai,1.859420851,Month-to-Month,281.8808931,246.1688385,7,10.0,79.88211877,3,Net Banking,Desktop,4.0,Paid Ad,1
CUST_00069,32.03394065,Male,Mumbai,104.0195122,Month-to-Month,2.634003982,273.9878092,7,8.0,30.78096688,5,Credit Card,Desktop,2.0,Organic,0
CUST_00070,31.02512829,Male,Kolkata,35.50761063,Two Year,2.585082168,91.79009105,2,8.0,0.008775915,5,Net Banking,Desktop,3.0,Organic,0
CUST_00071,38.35088121,Male,Delhi,5.316946572,Two Year,28.42379684,246.1688385,7,4.0,0.377639403,2,UPI,Desktop,3.0,Organic,1
CUST_00072,18.0,Female,Hyderabad,0.132898089,Month-to-Month,478.3228798,478.3228798,3,5.0,10.76156405,0,Net Banking,Desktop,5.0,Organic,1
CUST_00073,47.44605767,Female,Mumbai,40.55752266,Month-to-Month,12.09226562,490.4323367,7,6.0,0.677048152,2,UPI,Mobile,2.0,Social Media,0
CUST_00074,35.19792822,Male,Bangalore,29.45030178,Month-to-Month,17.33155018,510.4193831,7,15.0,12.36957063,2,Credit Card,Tablet,4.0,Email,0
CUST_00075,20.08554097,Female,Mumbai,31.33590981,One Year,3.503942888,109.7992383,2,8.0,20.90459543,2,credit card,Tablet,5.0,Organic,0
CUST_00076,35.19792822,Female,Mumbai,35.40514863,Month-to-Month,2.485093451,87.98510297,5,7.0,6.376096565,2,UPI,Desktop,3.0,Email,1
CUST_00077,23.27513425,Female,Mumbai,1.846302372,One Year,164.2748349,246.1688385,3,5.0,66.00972515,2,Credit Card,Tablet,1.0,Organic,0
CUST_00078,32.08800246,Female,Chennai,10.65342414,Month-to-Month,53.56832799,570.6861185,2,10.0,20.24669417,2,Debit Card,Desktop,1.0,Referral,0
CUST_00079,65.96350278,Male,Chennai,2.955602511,One Year,83.07973498,245.5506733,3,9.0,9.136564048,1,UPI,Mobile,2.0,Paid Ad,0
CUST_00080,41.51908358,Male,Mumbai,47.72470972,One Year,26.15874063,1248.418303,6,11.0,18.48874396,2,Credit Card,Desktop,3.0,Social Media,0
CUST_00081,18.0,Female,Bangalore,23.4312286,Month-to-Month,16.672943,253.7758021,2,6.0,7.504283592,1,Net Banking,Mobile,3.0,Paid Ad,0
CUST_00082,26.72413394,Female,Mumbai,9.64365123,One Year,25.35359911,244.5012672,4,7.0,101.6061954,2,UPI,Desktop,3.0,Organic,0
CUST_00083,34.36145076,Other,Mumbai,1.576033579,One Year,324.6360447,511.6373075,2,7.0,4.235373583,2,Net Banking,Desktop,4.0,Email,0
CUST_00084,38.04420265,Female,Bangalore,8.93972041,Two Year,104.6528662,935.5673637,7,9.0,40.37378378,2,UPI,Mobile,5.0,Organic,0
CUST_00085,35.19792822,Male,Delhi,9.439541116,month-to-month,16.672943,55.46871756,4,4.0,28.34893579,1,Net Banking,Mobile,4.0,Social Media,0
CUST_00086,33.38011726,Female,Delhi,31.38901881,Month-to-Month,2.278982357,71.53502008,3,8.0,39.08015346,1,Credit Card,Desktop,3.0,Social Media,0
CUST_00087,26.38833035,Male,Mumbai,24.35734461,Two Year,7.117659771,173.3672919,2,13.0,25.5006806,1,UPI,Desktop,3.0,Referral,0
CUST_00088,21.75489725,Female,Mumbai,52.3740459,Month-to-Month,95.4671329,3562.5945484000245,6,10.0,42.90428468,5,Net Banking,Mobile,1.0,Social Media,0
CUST_00089,38.11514776,Other,Mumbai,15.3375872,Month-to-Month,11.96610519,183.5311818,7,1.0,11.08374236,4,Net Banking,Mobile,3.0,Organic,0
CUST_00090,44.28652608,Male,Delhi,3.056937447,One Year,70.00909641,214.0134284,2,6.0,101.9233687,0,Credit Card,Mobile,4.0,Referral,1
CUST_00091,45.09249532,Female,Hyderabad,29.97903226,Month-to-Month,16.11400726,483.0823436,5,10.0,12.82616344,2,Debit Card,Mobile,5.0,Paid Ad,0
CUST_00092,41.89263621,Female,Pune,34.32942607,Month-to-Month,16.672943,716.6745218,2,4.0,20.62935806,3,Credit Card,Desktop,2.0,Social Media,0
CUST_00093,29.0315656,Male,Delhi,19.77329988,Two Year,14.91594972,246.1688385,4,11.0,9.208943122,2,Net Banking,Mobile,1.0,Paid Ad,0
CUST_00094,43.57459714,Female,Kolkata,35.3733592,Month-to-Month,24.89889121,880.7574224,4,8.0,10.5444797,3,credit card,Mobile,3.0,Organic,0
CUST_00095,38.70865326,Female,Kolkata,16.33955356,One Year,4.027085574,65.80078042,3,11.0,2.36827028,0,Debit Card,Mobile,4.0,Paid Ad,0
CUST_00096,36.6073026,Male,Hyderabad,17.75229213,Month-to-Month,5.934531527,105.3515373,2,9.0,35.17476951,4,UPI,Mobile,3.0,Paid Ad,1
CUST_00097,27.65968254,Male,Delhi,13.38754065,Month-to-Month,65.65483021,878.9567085,3,10.0,51.47949124,1,Credit Card,Mobile,4.0,Paid Ad,1
CUST_00098,29.03748647,Female,Mumbai,0.617946576,month-to-month,247.6551926,247.6551926,1,9.0,0.426897421,2,Credit Card,Mobile,2.0,Organic,0
CUST_00099,35.88664323,Male,Bangalore,2.740018445,One Year,22.27220932,61.02626434,1,17.0,13.88490342,3,Debit Card,Mobile,3.0,Organic,1
CUST_00100,64.2784936,Female,Delhi,0.766408351,One Year,57.12308212,57.12308212,4,9.0,9.824398813,1,Credit Card,Desktop,2.0,Organic,1
CUST_00101,38.61490976,Female,Chennai,24.28150922,One Year,4.129886773,246.1688385,4,13.0,5.152294307,2,Credit Card,Desktop,4.0,Email,1
CUST_00102,27.66573797,Male,Mumbai,9.057521011,Month-to-Month,27.0785698,245.2647149,7,7.0,1.720388479,2,Credit Card,Tablet,2.0,Referral,0
CUST_00103,25.01132666,Female,Mumbai,17.05049225,One Year,23.99723109,246.1688385,4,10.0,8.197238363,2,Credit Card,mobile,5.0,Email,0
CUST_00104,29.09880065,Male,Mumbai,57.15037272,Two Year,16.672943,170.3804708,7,10.0,9.15691446,2,Net Banking,Mobile,4.0,Paid Ad,0
CUST_00105,61.12752137,Male,Bangalore,6.881731752,month-to-month,54.30567752,373.7171053,7,10.0,43.50308325,2,UPI,Mobile,4.0,Paid Ad,1
CUST_00106,30.20892025,Male,Mumbai,12.6787674,Two Year,11.93288613,151.2942876,7,4.0,25.18232285,2,UPI,Mobile,4.0,Social Media,1
CUST_00107,45.88244642,Male,Kolkata,33.80997954,One Year,27.81446503,940.4064936,5,4.0,8.458015898,1,Credit Card,Mobile,3.0,Social Media,1
CUST_00108,35.19792822,Female,Delhi,6.235323766,Month-to-Month,649.8838139,3562.5945484000245,2,5.0,0.462040116,1,Debit Card,Mobile,4.0,Referral,1
CUST_00109,38.1342145,Male,Delhi,1.922502685,Two Year,82.64035955,246.1688385,2,5.0,58.37463614,0,COD,Tablet,4.0,Social Media,1
CUST_00110,44.50094329,Female,Mumbai,8.211367293,Month-to-Month,50.5218867,414.853768,5,5.0,0.312650959,2,Net Banking,Desktop,3.0,Organic,1
CUST_00111,28.1371658,Female,Delhi,4.219400604,Month-to-Month,89.88749435,379.271348,1,6.0,34.51111481,1,Net Banking,Desktop,5.0,Paid Ad,1
CUST_00112,27.30666015,Female,Bangalore,63.71880206,One Year,4.473116119,285.0216006,7,6.0,2.933218892,1,Net Banking,Mobile,3.0,Organic,0
CUST_00113,54.90643633,Male,Hyderabad,39.62128993,Two Year,12.66965091,501.9879121,3,13.0,1.203829571,3,COD,mobile,4.0,Email,0
CUST_00114,46.81511474,Male,Mumbai,24.08386057,Month-to-Month,16.672943,414.3468015,2,7.0,10.6878578,0,Net Banking,Mobile,3.0,Social Media,0
CUST_00115,35.19792822,Female,Mumbai,49.23647353,One Year,2.960050686,145.7424572,1,11.0,62.67678553,1,Net Banking,Desktop,1.0,Organic,0
CUST_00116,44.44731552,Female,Mumbai,39.07125458,Month-to-Month,26.6506444,1041.274112,4,9.0,30.85535527,1,Credit Card,Mobile,3.0,Referral,0
CUST_00117,40.51490586,Female,Mumbai,4.955891433,month-to-month,61.63659784,305.4642872,5,9.0,1.078624026,0,Credit Card,Desktop,2.0,Email,1
CUST_00118,59.21330976,Female,Mumbai,16.34199151,Two Year,16.672943,160.2475069,4,3.0,9.326672143,1,Credit Card,Tablet,5.0,Social Media,0
CUST_00119,35.19792822,Female,Pune,18.60239765,One Year,193.2978567,3562.5945484000245,4,12.0,26.91265048,0,Credit Card,Mobile,4.0,Organic,0
CUST_00120,41.92714841,Male,Mumbai,16.34199151,Two Year,5.446343989,215.3286111,4,4.0,6.012315868,1,UPI,mobile,5.0,Paid Ad,0
CUST_00121,18.0,Female,Delhi,54.34182358,Month-to-Month,5.960438567,323.9011011,3,10.0,12.363579,0,Net Banking,Desktop,4.0,Email,0
CUST_00122,25.10047176,Female,Delhi,9.185537194,Month-to-Month,32.30926968,296.7779984,7,3.0,19.58653176,0,Net Banking,Desktop,3.0,Organic,0
CUST_00123,20.590172,Male,Mumbai,2.798211843,Month-to-Month,75.80280841,212.1123162,2,6.0,51.35155598,0,Credit Card,Tablet,4.0,Paid Ad,1
CUST_00124,50.288763,Male,Chennai,6.208481907,Month-to-Month,64.56127474,400.8275062,5,6.0,1.98313161,3,Credit Card,Desktop,5.0,Organic,0
CUST_00125,18.0,Male,Mumbai,13.36938463,Two Year,7.224895256,96.59240356,3,6.0,34.50650059,2,Credit Card,Mobile,5.0,Referral,1
CUST_00126,30.17227973,Female,Chennai,40.89191344,One Year,11.53361018,471.6313891,7,5.0,0.225426995,0,Net Banking,Mobile,1.0,Organic,0
CUST_00127,18.0,Female,Bangalore,47.31227933,Month-to-Month,0.747546104,35.36811007,2,3.0,35.05767058,1,UPI,Desktop,3.0,Organic,0
CUST_00128,25.02454525,Male,Delhi,0.16743382,Month-to-Month,58.68142714,58.68142714,1,11.0,3.496542547,3,Debit Card,Desktop,1.0,Social Media,1
CUST_00129,29.1086126,Male,Mumbai,17.15702782,One Year,106.2600218,1823.106151,4,8.0,6.747255041,2,Net Banking,Mobile,5.0,Organic,0
CUST_00130,51.61845313,Female,Mumbai,12.9665597,One Year,4.739010023,61.44865639,1,10.0,1.518506522,1,Credit Card,Desktop,2.0,Organic,0
CUST_00131,39.75953527,Female,Mumbai,6.028016119,Two Year,4.700304567,28.33351169,6,5.0,19.68532872,4,UPI,Tablet,4.0,Paid Ad,1
CUST_00132,35.19792822,Male,Pune,3.064329397,Month-to-Month,20.60664223,63.14553957,5,9.0,17.06027231,1,UPI,Mobile,2.0,Organic,0
CUST_00133,47.79156464,Male,Delhi,9.885805917,Month-to-Month,167.8319219,1659.153806,2,14.0,3.684369008,1,Net Banking,Desktop,2.0,Referral,1
CUST_00134,35.21398705,Male,Kolkata,68.71490694,One Year,0.496081984,34.08822735,1,8.0,6.559940348,5,Credit Card,Desktop,4.0,Social Media,0
CUST_00135,35.4508023,Female,Delhi,9.369211269,Two Year,9.12643806,85.50752632,4,10.0,40.02126475,1,Credit Card,Desktop,4.0,Referral,1
CUST_00136,20.56794191,Male,Delhi,17.55486734,month-to-month,2.80290678,49.20465669,2,6.0,12.92138012,1,COD,Mobile,2.0,Social Media,0
CUST_00137,23.11983543,Female,Chennai,29.13808745,month-to-month,6.2115578,180.9929143,1,16.0,17.50697255,1,Debit Card,Mobile,4.0,Email,0
CUST_00138,25.0988324,Female,Hyderabad,10.84738798,Month-to-Month,13.96358264,151.4683984,3,8.0,26.08747144,4,Net Banking,Mobile,2.0,Referral,1
CUST_00139,35.55753528,Male,Mumbai,85.62715532,Month-to-Month,1.683988985,144.1951864,4,10.0,18.98880099,1,UPI,Tablet,5.0,Organic,0
CUST_00140,35.93462872,Female,Kolkata,16.34199151,month-to-month,23.93249959,1885.120794,3,9.0,0.379336403,2,Credit Card,Mobile,4.0,Email,0
CUST_00141,53.52911196,Female,Mumbai,6.96147108,Month-to-Month,9.399216517,65.43237396,6,8.0,41.25180815,4,UPI,Tablet,1.0,Organic,1
CUST_00142,39.62066202,Female,Kolkata,16.50382268,One Year,16.672943,218.6764942,1,9.0,1.34569177,0,Credit Card,Mobile,2.0,Paid Ad,1
CUST_00143,18.0,Female,Hyderabad,8.590331042,Month-to-Month,41.33973308,355.1219924,5,10.0,19.9030461,1,Net Banking,Desktop,4.0,Social Media,1
CUST_00144,38.15170385,Male,Kolkata,16.34199151,One Year,10.34595584,83.24348035,1,7.0,9.237255295,2,Debit Card,Desktop,4.0,Email,0
CUST_00145,18.0,Female,Mumbai,0.902027466,Two Year,417.9028459,417.9028459,4,6.0,28.67768886,2,Credit Card,Mobile,4.0,Email,0
CUST_00146,23.4083489,Female,Delhi,22.5718097,Month-to-Month,6.983195965,157.6233704,1,4.0,8.006586733,2,UPI,Mobile,4.0,Organic,0
CUST_00147,25.25396634,Female,Delhi,16.76447119,Two Year,22.0316077,369.3482525,5,10.0,9.24592622,1,Credit Card,Mobile,4.0,Paid Ad,0
CUST_00148,27.03994012,Male,Chennai,1.268426097,Month-to-Month,171.3012984,217.2830374,2,6.0,5.183101862,1,Net Banking,Desktop,4.0,Paid Ad,0
CUST_00149,18.4982073,Male,Mumbai,7.839022104,Two Year,3.271673268,25.64671907,2,4.0,0.131711284,0,UPI,Desktop,3.0,Email,1
CUST_00150,37.44178404,Female,Mumbai,57.33266283,Month-to-Month,17.95445172,1029.376527,7,13.0,41.89452352,0,Debit Card,Mobile,4.0,Organic,0
CUST_00151,18.07037258,Male,Delhi,6.572653251,One Year,363.0666958,2386.311499,4,5.0,2.352965026,3,COD,Mobile,4.0,Referral,1
CUST_00152,39.28001129,Male,Mumbai,3.756740664,Month-to-Month,53.62517621,201.4558801,7,5.0,13.40555661,0,Credit Card,Mobile,3.0,Social Media,1
CUST_00153,61.84365292,Female,Delhi,16.13453063,Month-to-Month,5.647940742,91.12687288,5,7.0,12.10768224,3,Net Banking,Desktop,3.0,Organic,0
CUST_00154,19.04769129,Male,Bangalore,101.8568876,Month-to-Month,12.59179269,1282.560813,5,8.0,5.052556683,1,Credit Card,Tablet,3.0,Organic,0
CUST_00155,31.58587635,Male,Hyderabad,6.651475525,One Year,294.2949452,1957.495626,5,5.0,16.16350688,2,UPI,Tablet,4.0,Email,1
CUST_00156,18.0,Female,Delhi,16.34199151,One Year,7.593387471,203.227298,4,9.0,1.978189665,0,UPI,Desktop,5.0,Organic,0
CUST_00157,31.38877648,Male,Delhi,34.41330303,Two Year,5.590161165,192.3759101,2,12.0,14.76538193,1,Credit Card,Tablet,3.0,Organic,0
CUST_00158,42.71260583,Female,Kolkata,6.511996136,Month-to-Month,34.41359732,224.1012128,7,9.0,6.93587238,2,Net Banking,Tablet,4.0,Email,1
CUST_00159,43.64767078,Female,Delhi,31.26597428,Month-to-Month,16.672943,38.78355133,7,6.0,9.020648876,1,UPI,Mobile,2.0,Paid Ad,0
CUST_00160,35.92836476,Female,Chennai,11.00454718,One Year,16.14245836,177.6404446,2,8.0,11.80729087,0,Net Banking,Desktop,5.0,Organic,0
CUST_00161,45.6711611,Female,Kolkata,24.01208995,Month-to-Month,67.21380279,1613.943878,6,9.0,13.29685735,0,Credit Card,Tablet,4.0,Email,0
CUST_00162,65.55265443,Male,Chennai,24.09210785,Month-to-Month,16.672943,203.2511636,4,8.0,6.124552448,0,UPI,Mobile,2.0,Email,1
CUST_00163,55.54765625,Female,Delhi,18.417246,Two Year,16.672943,77.94177077,5,9.0,16.71603121,2,UPI,Mobile,5.0,Social Media,0
CUST_00164,28.72974885,Male,Bangalore,2.271099811,One Year,186.0638638,422.569606,2,11.0,5.324368786,2,Credit Card,Desktop,5.0,Referral,0
CUST_00165,18.0,Female,Bangalore,43.28747506,Two Year,2.713442131,117.4580586,4,8.0,10.14049588,0,UPI,Mobile,5.0,Organic,0
CUST_00166,30.126183,Male,Hyderabad,9.283447048,Two Year,24.49991718,227.4436838,4,6.0,1.573747401,1,Credit Card,Mobile,4.0,Email,0
CUST_00167,23.63620681,Female,Bangalore,4.954370559,One Year,12.23127521,60.59826979,6,5.0,81.74393176,0,Credit Card,Desktop,3.0,Email,0
CUST_00168,40.41617057,Female,Bangalore,0.999114235,Month-to-Month,78.23471092,78.23471092,2,8.0,5.843881902,3,Credit Card,mobile,5.0,Social Media,1
CUST_00169,20.82567753,Male,Pune,21.45068171,One Year,25.67887717,550.8294209,6,10.0,1.167973931,1,UPI,Mobile,4.0,Referral,1
CUST_00170,34.12613081,Female,Delhi,27.16444162,One Year,10.23225139,277.9533954,3,8.0,32.12905307,3,UPI,Desktop,4.0,Referral,1
CUST_00171,45.05616865,Female,Mumbai,0.401446741,One Year,104.2025785,104.2025785,7,4.0,1.183316558,2,Debit Card,Mobile,4.0,Organic,1
